fiNum;fiDiasPermanencia;fnTasaRecuperacion;fnTasaLiquidacion;fnAforoUtilizado;fnInteresOrdinario;fnColocacionAnual;fnYield;
2673635;1738;0.9100;0.8100;1.1400;32982.00;108640.00;1.1231;
2372900;26;1.0000;;1.2700;138.00;1130.00;0.1221;
1838963;62;1.0000;1.0000;0.8600;104.00;;0.1036;
2288470;161;0.7500;0.5000;0.9200;120.00;;0.6242;
1367541;61;1.0000;1.0000;0.9000;68.00;;0.1153;
1076220;28;1.0000;1.0000;0.9100;314.00;;0.1050;
1346101;87;1.0000;1.0000;0.6300;975.00;;0.1707;
1700843;1;;;0.9300;;;;
158621;64;0.0000;0.0000;0.9200;;;;
1356299;3;;;0.9300;;;;
2499387;319;1.0000;;0.8600;450.00;880.00;1.0318;
2232078;57;0.0000;0.0000;0.9200;;;;
927583;456;0.8000;0.5700;0.9200;4312.00;;0.7481;
2854655;1;;;0.9100;291.00;;;
2603017;3855;1.0000;0.0000;0.8600;288.00;;0.4093;
1468775;2247;0.9800;0.0000;0.9200;2288.00;;1.1816;
3038578;85;1.0000;1.0000;0.9300;104.00;;0.2294;
1535237;1159;0.9800;0.9200;0.8600;25377.00;49330.00;1.2585;
376631;28;1.0000;1.0000;0.9200;111.00;;0.1133;
2117231;1;;;0.9100;5442.00;34780.00;;
1542709;1;;;0.9200;;;;
463312;437;1.0000;1.0000;0.9500;1690.00;;0.6923;
1638540;157;1.0000;1.0000;0.6300;939.00;;0.2777;
2920877;10;1.0000;1.0000;0.9200;75.00;;0.0615;
400765;640;0.8200;0.2500;0.9700;1005.00;;2.3944;
2329626;1473;0.9800;0.8600;0.8900;1588.00;;1.0186;
129997;1;;;0.9300;;;;
1951504;1011;1.0000;1.0000;0.9500;1851.00;5670.00;0.7363;
881837;104;1.0000;1.0000;0.9200;521.00;;0.2265;
852281;2321;1.0000;1.0000;0.9800;8443.00;;1.0417;
1668452;65;0.5000;0.0000;0.9300;152.00;;;
1668235;37;0.0000;0.0000;0.9100;;;;
1976540;860;1.0000;1.0000;1.1000;980.00;;0.6032;
2571819;227;1.0000;1.0000;0.9400;234.00;;0.3889;
1791582;82;0.0000;0.0000;0.8900;;;;
1231380;947;0.9300;0.7500;1.1200;5768.00;2990.00;0.7850;
479119;95;1.0000;1.0000;0.9200;147.00;;0.3528;
2738689;2604;0.9400;0.6500;1.0400;13414.00;35890.00;1.9613;
3035214;1617;1.0000;1.0000;0.9700;576.00;;0.6063;
14655;374;0.9200;0.0000;0.9200;1848.00;;;
1641519;174;0.8000;0.0000;0.8600;2835.00;13330.00;;
2454328;1000;0.8400;0.5300;1.0700;13561.00;;1.4509;
2727242;143;1.0000;1.0000;0.9100;2393.00;;0.6863;
995162;53;1.0000;1.0000;0.9200;1126.00;;0.2089;
2190683;129;0.7500;0.0000;0.9000;536.00;;;
1040053;510;1.0000;1.0000;0.9300;705.00;;1.2010;
2978572;1;;;0.9300;;;;
1726842;292;0.1700;0.0000;0.9200;1082.00;13380.00;0.1218;
1897590;56;0.6700;0.6700;0.9200;41.00;;0.0634;
2811018;128;0.0000;0.0000;0.9200;69.00;;;
2875677;95;0.6700;0.0000;0.9100;2952.00;;;
344799;81;0.6700;0.5000;0.8900;82.00;;0.1390;
644006;37;0.0000;0.0000;0.9200;;;;
2726468;64;0.0000;0.0000;0.9200;;;;
1876329;335;1.0000;1.0000;0.9200;1068.00;;1.2565;
1997626;127;0.0000;0.0000;0.8600;;;;
61019;1103;1.0000;1.0000;0.9700;2450.00;;1.4518;
503605;111;1.0000;1.0000;0.8700;1287.00;;0.1790;
742990;4;;;0.9300;;370.00;;
1378585;406;0.9100;0.0000;0.9200;3450.00;;;
2455263;731;1.0000;1.0000;1.1400;1326.00;6170.00;0.6541;
2958885;1;;;0.9300;;;;
2668561;5;;;0.9300;123.00;;;
2907259;3;;;0.9300;;;;
1965202;90;0.0000;0.0000;0.9100;;;;
1417616;356;0.9100;0.0000;0.9300;2250.00;;;
1993923;559;1.0000;;0.9200;10465.00;;1.6304;
1401700;218;0.8300;0.6700;0.9000;267.00;310.00;0.3225;
2806348;1;;;0.9100;;2290.00;;
1043896;89;0.5000;0.0000;0.8600;106.00;;;
2524193;59;1.0000;1.0000;0.9000;224.00;;0.4204;
2905869;1599;1.0000;1.0000;0.8900;237.00;4470.00;0.0530;
583469;57;0.0000;0.0000;0.9100;;;;
2216716;95;1.0000;1.0000;0.9200;500.00;;0.3290;
1025231;64;0.0000;0.0000;0.9200;;;;
2014028;6;1.0000;1.0000;0.9200;24.00;;0.0238;
1448767;30;1.0000;1.0000;0.8600;130.00;;0.0756;
1579926;1;;;0.9200;;;;
1651140;1977;0.9600;0.6700;1.0700;28566.00;41442.00;9.9999;
182357;854;1.0000;1.0000;0.2100;2037.00;5000.00;1.2030;
2077359;1;;;0.9300;;;;
1896850;64;0.0000;0.0000;0.8600;;;;
1048518;1;;;0.9200;;;;
2254675;1;;;0.9400;;;;
2947021;453;0.9300;0.5000;0.9700;2860.00;;1.3119;
28153;287;1.0000;1.0000;0.8900;1138.00;;0.4771;
2905285;2066;1.0000;1.0000;0.9700;3278.00;9050.00;0.5070;
1555331;85;0.5000;0.0000;0.9200;182.00;;;
2462497;217;1.0000;1.0000;1.0900;2094.00;2640.00;0.8807;
3035517;134;0.6700;0.0000;0.9200;224.00;;;
1135134;1;;;0.9300;;;;
1733499;127;0.0000;0.0000;0.9800;;530.00;;
1838716;11;1.0000;1.0000;0.9300;29.00;;0.0527;
2984808;176;0.8300;0.5000;0.9200;838.00;;0.4775;
849927;1;;;0.9200;;;;
2493703;1;;;0.9200;;340.00;;
513149;57;0.0000;0.0000;0.9200;;;;
2476678;975;0.9500;0.3300;0.8900;3721.00;;0.7199;
296388;132;1.0000;1.0000;0.9100;126.00;;0.2203;
635058;1430;0.9800;0.7100;0.9500;3170.00;;0.7885;
1847247;1;;;0.9300;;;;
378834;907;0.9200;0.6700;0.8700;164.00;7500.00;0.0219;
1117772;94;0.3300;0.0000;0.9600;359.00;;;
2475585;172;1.0000;1.0000;0.8700;2940.00;;0.6697;
1969261;29;1.0000;1.0000;0.9200;8.00;;0.0250;
278806;167;1.0000;1.0000;0.9200;726.00;;0.6256;
2569063;230;0.8800;0.7500;1.0200;859.00;1020.00;0.4728;
43353;6;;;0.9300;;;;
2491905;1794;0.9600;0.7500;0.9300;17674.00;20690.00;1.2014;
2791224;1609;0.9400;0.8500;0.7600;399.00;3400.00;0.3261;
837469;1;;;0.9300;;;;
1838191;1803;1.0000;1.0000;1.1300;17162.00;64390.00;0.7261;
2599078;195;1.0000;1.0000;0.6100;434.00;;0.7233;
2336302;58;0.0000;0.0000;0.9200;;;;
1311051;213;0.8900;0.6700;0.9500;990.00;;0.5852;
2337392;1562;0.8000;0.5300;0.9400;17295.00;;0.6221;
541253;253;1.0000;1.0000;0.9200;1314.00;;0.9662;
289869;95;0.5000;0.0000;0.7300;113.00;;;
1781702;1;;;0.9300;;;;
1613936;1;;;0.9100;;;;
2661127;57;0.0000;0.0000;0.9200;;;;
316024;2570;1.0000;1.0000;0.9900;7838.00;15450.00;0.6610;
12732;425;0.9300;0.7500;0.9200;1159.00;;1.6870;
1928033;1609;0.8500;0.5000;0.9400;3542.00;;2.3397;
1532163;445;0.8100;0.2900;0.9100;1776.00;;1.1082;
476522;466;0.9300;0.5000;0.9200;1598.00;;1.5479;
37137;2080;1.0000;1.0000;1.0200;10827.00;19870.00;0.5497;
43025;96;1.0000;1.0000;0.8900;448.00;;0.1299;
268944;407;0.9100;0.0000;0.8700;1072.00;;;
2451996;971;1.0000;1.0000;0.9100;2041.00;;0.4673;
2779024;58;0.0000;0.0000;0.9300;;;;
1667262;536;0.9100;0.0000;0.9900;6807.00;10450.00;1.2775;
2337523;1443;0.9700;0.8100;1.0500;35171.00;;1.6587;
1870515;64;0.0000;0.0000;0.8600;;;;
366391;220;1.0000;1.0000;0.9000;1301.00;;6.3000;
595294;624;1.0000;1.0000;1.1800;4496.00;8640.00;0.8801;
1963203;1;;;0.9400;;;;
482098;185;0.0000;0.0000;0.8900;;;;
2616184;36;0.0000;0.0000;0.9200;;;;
164299;237;0.6700;0.3300;0.9200;1715.00;;1.1942;
1158435;57;0.0000;0.0000;0.9300;;;;
2374320;10;1.0000;1.0000;0.8600;72.00;2520.00;0.0286;
155990;1157;0.9500;0.5700;1.0200;3913.00;;1.5550;
2304613;64;0.0000;0.0000;0.9100;;;;
1998077;262;1.0000;1.0000;0.9400;908.00;;1.0792;
2904694;56;0.0000;0.0000;0.9300;;;;
494291;64;0.0000;0.0000;0.9200;;;;
1485112;698;0.7900;0.6700;0.9000;1732.00;;0.9569;
2628719;1020;1.0000;1.0000;0.5300;3980.00;;0.7604;
3051698;709;0.8700;0.3300;0.9000;550.00;;0.2651;
2499414;125;1.0000;1.0000;0.8600;1597.00;13670.00;0.2594;
832426;1;;;0.9300;;;;
2860381;1;;;0.9400;240.00;;;
2260853;2400;0.9900;0.8300;0.8100;4250.00;2500.00;0.9750;
29979;1981;0.9700;0.5900;1.0300;11248.00;;1.3922;
411031;1;;;0.9300;;;;
392318;145;0.8000;0.5000;0.6500;362.00;;0.6300;
2380395;52;1.0000;1.0000;0.5000;79.00;;0.0470;
2070286;203;0.8000;0.0000;0.9000;147.00;;;
323372;207;0.0000;0.0000;0.9300;;;;
2816825;2148;0.9900;0.8300;0.7100;9169.00;17820.00;0.4247;
842968;1265;0.9800;0.9200;0.9600;7396.00;3500.00;1.8840;
540804;280;1.0000;1.0000;0.9200;1733.00;;0.8824;
1000913;378;1.0000;1.0000;0.9100;2091.00;;0.4566;
604538;908;1.0000;1.0000;0.9200;673.00;;0.8400;
2447908;377;1.0000;1.0000;0.9200;4055.00;;1.4080;
1684322;13;1.0000;1.0000;0.9200;41.00;;0.0461;
2797981;2381;1.0000;1.0000;0.7900;11511.00;45430.00;0.6765;
70680;1;;;0.9200;;;;
2338047;43;1.0000;1.0000;0.9200;207.00;;0.1371;
1072177;41;0.3300;0.3300;0.9100;11.00;;0.0180;
2277182;1;;;0.9300;;;;
1589155;144;1.0000;1.0000;0.8600;645.00;;0.2232;
2505104;2407;1.0000;0.9300;0.9300;4460.00;;0.5511;
909214;1;;;0.9300;;15850.00;;
493509;170;0.8000;0.0000;0.9200;672.00;;;
931102;528;1.0000;1.0000;0.9600;4843.00;;0.3617;
96780;65;0.0000;0.0000;0.9200;;;;
809319;218;0.8000;0.0000;0.9300;444.00;;;
1790773;57;0.0000;0.0000;0.9200;;;;
2181748;1;;;0.9100;;2250.00;;
2881543;2429;1.0000;1.0000;1.1100;7182.00;18300.00;0.4379;
682028;57;0.0000;0.0000;0.9200;271.00;;;
387559;1;;;0.9500;;;;
2861638;1;;;0.9300;22.00;;;
570496;64;0.0000;0.0000;1.1000;;;;
1272031;57;0.0000;0.0000;0.9200;;;;
1627060;73;0.0000;0.0000;0.9200;;;;
1881745;59;0.0000;0.0000;0.9300;;;;
2856266;110;1.0000;1.0000;0.9200;96.00;;0.3692;
1855930;56;1.0000;1.0000;0.9200;224.00;;0.1488;
781699;3;;;0.9300;;;;
2228064;7;1.0000;1.0000;0.9000;116.00;;0.0289;
2585682;1510;1.0000;1.0000;0.9800;3345.00;;1.2203;
1231132;1340;0.8900;0.5000;0.9500;1590.00;840.00;1.8038;
2190987;131;0.0000;0.0000;0.9100;;;;
2159672;115;1.0000;1.0000;0.8300;1553.00;;0.1416;
2330387;21;1.0000;1.0000;0.9200;2441.00;;0.3271;
2818968;1245;1.0000;1.0000;1.0000;1605.00;3740.00;0.9169;
2852156;2;;;0.9300;;3170.00;;
2372143;2447;1.0000;0.9600;0.9700;30987.00;20120.00;0.8086;
1184237;64;0.0000;0.0000;0.9200;;590.00;;
2249544;1114;0.9600;0.8300;0.9000;2732.00;5000.00;1.7375;
1697969;19;1.0000;1.0000;0.6700;47.00;;0.0783;
241981;36;0.0000;0.0000;0.9200;2449.00;;;
2762462;72;0.0000;0.0000;0.9200;;;;
2196517;1;;;0.9400;;;;
2765097;288;0.8500;0.0000;0.9300;1647.00;;;
2274088;1;;;0.9100;;2940.00;;
2266284;46;1.0000;1.0000;0.9200;163.00;;0.1216;
2968638;57;0.0000;0.0000;0.9200;;;;
1911987;1;;;0.9100;;1300.00;;
2665422;393;0.9100;0.0000;0.9100;530.00;;;
1349007;116;0.6700;0.0000;0.9500;116.00;;;
1844202;11;1.0000;1.0000;0.9200;108.00;;0.0517;
795028;2207;0.9900;0.6700;0.8600;1207.00;;1.2487;
2654337;739;0.9100;0.3300;1.0000;2402.00;;1.3768;
2401871;238;0.8600;0.0000;0.9100;414.00;;;
78598;2493;0.9600;0.7700;0.9700;5951.00;;1.1125;
1327653;851;0.9600;0.6700;0.8600;495.00;;0.4462;
1811098;184;0.6000;0.0000;0.9200;656.00;;;
393944;123;0.6700;0.0000;0.9100;1978.00;8120.00;;
2008410;1;;;0.9300;;;;
2973678;121;0.6700;0.0000;0.9000;428.00;;;
1801502;38;0.0000;0.0000;0.9300;;;;
320624;412;1.0000;1.0000;1.1300;3820.00;38732.00;0.5125;
2350915;121;0.0000;0.0000;0.9100;;;;
1381669;2;;;0.9100;;;;
2947352;5;;;0.9300;;;;
2520659;57;0.0000;0.0000;0.9200;;;;
2987806;461;0.8000;0.5000;0.5200;1485.00;;0.7425;
812947;127;0.0000;0.0000;0.8600;;;;
466576;10;1.0000;1.0000;0.9100;848.00;;1.3250;
2520945;65;0.0000;0.0000;0.9200;;;;
1876060;1741;1.0000;1.0000;1.1200;6587.00;4020.00;0.8812;
1352218;183;0.0000;0.0000;0.9300;;;;
1407476;244;1.0000;1.0000;0.9100;650.00;;0.5702;
1209221;1445;0.9800;0.6700;0.8500;1346.00;;0.9988;
874606;243;0.8300;0.0000;0.9300;295.00;;;
2486598;1;;;0.9300;;;;
893887;942;1.0000;;0.9200;1265.00;;1.6355;
2787250;110;1.0000;1.0000;0.9300;559.00;;0.3000;
330885;1;;;0.9300;;;;
2338963;205;0.7500;0.3300;0.9100;397.00;;0.5538;
809073;120;0.0000;0.0000;0.9000;;;;
251219;1100;0.9400;0.5000;0.9300;316.00;;1.5806;
2895367;203;0.8300;0.0000;0.9200;322.00;;;
269782;119;1.0000;1.0000;1.2800;466.00;5621.00;0.1924;
1138254;244;0.8800;0.0000;0.9000;439.00;;;
2349905;1;;;0.9300;;;;
3024947;707;1.0000;1.0000;0.9700;3344.00;;0.3287;
400915;1375;1.0000;1.0000;1.2100;42723.00;35720.00;0.6760;
1767543;575;0.9000;0.3300;0.9100;278.00;;0.5345;
1403761;37;0.0000;0.0000;0.9100;;;;
2072272;2210;1.0000;1.0000;0.9100;4671.00;;0.5722;
1450054;37;0.0000;0.0000;0.9100;;;;
1274648;516;0.9700;0.8000;1.0600;6878.00;11060.00;1.5770;
1353896;36;1.0000;1.0000;0.9200;302.00;;0.1726;
2746525;1;;;0.9300;;;;
254912;57;0.0000;0.0000;0.9300;;;;
1647537;1787;0.9900;0.8600;1.0400;5720.00;;0.7627;
2073426;379;1.0000;1.0000;0.9200;1006.00;;0.5200;
1096577;703;0.8800;0.4000;0.9500;3976.00;;1.1934;
1407746;36;0.0000;0.0000;0.9200;;;;
35840;74;0.0000;0.0000;0.9200;31.00;;;
399995;1349;0.9600;0.7100;1.0300;1792.00;;1.0824;
794686;2415;0.9800;0.7500;0.7400;4110.00;;0.6575;
2049808;57;0.0000;0.0000;0.9200;;;;
2944866;442;1.0000;1.0000;0.9400;3730.00;;0.5738;
275680;127;0.0000;0.0000;0.8700;22.00;;;
2096502;339;1.0000;1.0000;1.0200;2106.00;5940.00;1.4794;
2530695;67;1.0000;1.0000;0.8600;248.00;;0.1312;
1080698;246;0.8000;0.0000;0.9700;1583.00;;;
2812951;87;0.5000;0.0000;0.9200;61.00;;;
1768420;57;0.0000;0.0000;0.9200;;;;
1215997;1;;;0.9300;;;;
469773;29;1.0000;;0.8900;;6230.00;0.0000;
2104609;82;1.0000;1.0000;0.1500;603.00;6000.00;0.1207;
136231;1;;;0.9300;;;;
1228354;695;0.9700;0.8800;0.9500;1231.00;;1.1936;
2397432;57;0.0000;0.0000;0.9300;;;;
2476138;114;0.0000;0.0000;0.9200;14.00;;;
1126676;768;1.0000;1.0000;0.9700;1689.00;;0.5515;
509718;66;0.5000;0.0000;0.9100;100.00;;;
1414719;44;1.0000;1.0000;0.9100;1668.00;;0.1658;
1162073;2;;;0.9300;;;;
1828863;689;0.8900;0.0000;0.9200;2208.00;;;
3038180;69;0.0000;0.0000;0.9100;;6460.00;;
2059199;36;0.0000;0.0000;0.9000;905.00;;;
1645389;1512;0.9800;0.8000;1.0000;4879.00;;1.1645;
2300048;2302;1.0000;1.0000;1.0700;9141.00;22770.00;1.3421;
589437;791;1.0000;1.0000;0.9700;1563.00;;0.1607;
1746830;832;0.7600;0.2900;0.8300;667.00;;0.5701;
394179;158;1.0000;1.0000;0.9000;25722.00;;5.3916;
2638868;333;0.7000;0.2500;0.9200;1405.00;;0.9931;
2677576;64;0.0000;0.0000;1.0900;;;;
2920644;92;0.5000;0.0000;0.9200;256.00;;;
1872880;1;;;0.9100;;;;
1223683;2644;1.0000;1.0000;1.0400;1974.00;2170.00;0.9193;
2803022;1;;;0.9300;752.00;;;
1421541;117;0.7500;0.5000;0.9200;799.00;;0.5057;
590419;108;1.0000;1.0000;0.9200;2862.00;;0.4166;
636315;495;0.8600;0.0000;0.9000;970.00;1180.00;1.6721;
2840792;895;1.0000;1.0000;0.9500;1347.00;;0.2751;
1742280;384;1.0000;1.0000;1.0400;1644.00;;1.2991;
1481034;1;;;0.9200;;;;
1474569;1857;1.0000;1.0000;0.8300;13225.00;;0.8262;
280527;312;1.0000;1.0000;0.9200;3605.00;;0.9244;
1195187;57;0.0000;0.0000;0.9200;;;;
2345371;1;;;0.9300;;;;
1982055;88;0.5000;0.5000;0.9500;8.00;;0.0235;
1272429;1376;1.0000;0.8300;0.9400;4553.00;;0.4280;
1133257;27;1.0000;1.0000;0.9300;32.00;;0.1032;
2288309;37;0.0000;0.0000;0.9300;;;;
2408890;1;;;0.9100;;1560.00;;
7353;58;0.0000;0.0000;0.9200;;;;
543378;215;0.8000;0.0000;0.9500;340.00;;;
1772299;213;1.0000;1.0000;0.9200;331.00;;0.6911;
78668;75;0.0000;0.0000;0.9200;;;;
188608;2407;0.9900;0.9500;1.0100;3786.00;5760.00;1.7378;
237988;566;1.0000;1.0000;1.0700;2807.00;2100.00;1.4091;
1502533;1;;;0.9500;;;;
2822156;241;0.7500;0.3300;0.9300;550.00;2940.00;0.4251;
67579;172;1.0000;1.0000;0.8300;1473.00;;0.4463;
1365597;191;0.5700;0.0000;0.9200;2141.00;;;
160025;115;0.0000;0.0000;0.9000;;;;
1932141;57;0.0000;0.0000;0.8700;;;;
2041536;1;;;0.9100;;530.00;;
2065477;1769;1.0000;1.0000;0.8200;2013.00;;0.5011;
941307;91;1.0000;;0.9100;1242.00;3400.00;0.3947;
1024700;979;1.0000;1.0000;1.0100;2163.00;1830.00;0.5608;
2852066;191;0.2500;0.0000;1.0100;116.00;1390.00;;
2177147;338;1.0000;;0.8600;1998.00;2890.00;0.7048;
1062762;1;;;0.9300;130.00;;;
884182;572;0.9400;0.6700;0.8700;337.00;;0.9275;
1958705;365;0.9100;0.5000;0.9100;1409.00;;0.9050;
546486;407;1.0000;1.0000;1.0400;1618.00;6130.00;1.4672;
1097649;141;0.4000;0.0000;0.9400;359.00;;;
296177;395;0.8300;0.5000;0.9400;1406.00;;1.0652;
2792456;57;0.0000;0.0000;0.9200;;;;
2130546;17;1.0000;1.0000;0.9300;84.00;;0.0462;
17343;437;0.9600;0.8600;0.9000;2071.00;;1.9646;
192491;1;;;0.9300;;;;
779896;65;0.0000;0.0000;0.9200;;;;
1565682;178;0.8300;0.6700;0.9000;199.00;;0.1536;
2048018;1694;1.0000;1.0000;0.7700;21531.00;33010.00;1.2394;
2650024;158;0.8000;0.0000;0.9100;211.00;;;
11911;65;0.0000;0.0000;0.9200;708.00;;;
2623360;765;0.9500;0.8900;1.0300;3319.00;16760.00;0.5855;
384353;184;0.3300;0.3300;0.9200;29.00;;0.0232;
2156176;445;1.0000;1.0000;0.8800;1113.00;9070.00;0.7550;
1332635;183;0.6000;0.0000;0.9200;68.00;;;
319131;115;1.0000;1.0000;0.9200;652.00;;0.4399;
1514164;1;;;0.9300;;;;
2759583;57;0.0000;0.0000;0.9300;;;;
2344937;217;1.0000;1.0000;0.9200;3002.00;;0.4154;
1659931;162;0.7500;0.5000;0.8600;441.00;;0.4366;
1478338;58;0.0000;0.0000;0.9300;350.00;;;
651945;1205;1.0000;1.0000;0.9300;4680.00;;0.9157;
935549;64;0.0000;0.0000;0.8600;;;;
605144;57;0.0000;0.0000;0.9200;;;;
2162515;313;0.3300;0.0000;0.7900;930.00;;;
1245930;121;0.6700;0.0000;0.9200;266.00;;;
367845;1;;;0.9300;;;;
1928238;57;0.0000;0.0000;0.9100;;;;
2340649;2;;;0.9300;;;;
954356;723;1.0000;1.0000;0.9300;5317.00;;1.1996;
2182944;1824;0.9500;0.7600;0.7900;6202.00;18963.00;0.7523;
3006869;1497;0.9800;0.6000;0.9600;7405.00;;2.9007;
121821;202;0.7100;0.6700;0.9300;268.00;;0.3902;
3002372;1;;;0.9300;232.00;;;
726423;1300;0.9800;0.9100;0.9900;6587.00;49650.00;0.5235;
646603;493;1.0000;1.0000;0.8200;850.00;;0.4250;
2701016;169;1.0000;1.0000;0.8600;3295.00;;0.2863;
1642430;1;;;0.9100;;3960.00;;
1353098;72;0.0000;0.0000;0.9200;;;;
2993895;71;0.5000;0.0000;0.9200;1162.00;;;
2568214;27;1.0000;1.0000;0.9200;128.00;;0.1032;
975916;38;0.0000;0.0000;0.9200;;;;
984371;64;0.0000;0.0000;0.9200;;;;
955603;800;0.9100;0.6300;0.6500;8678.00;;7.7342;
859936;328;1.0000;;0.9300;5540.00;9920.00;0.9154;
2738285;686;1.0000;1.0000;0.8700;824.00;;0.9391;
128375;36;0.0000;0.0000;0.9200;;;;
2193000;25;1.0000;1.0000;0.9200;28.00;;0.0848;
939005;1442;0.9800;0.8300;0.9400;3271.00;;0.8902;
1604848;57;0.0000;0.0000;0.9200;90.00;;;
2766816;64;1.0000;1.0000;0.8500;499.00;;0.1160;
2684697;211;1.0000;1.0000;0.7100;4515.00;;1.4425;
721190;253;1.0000;1.0000;0.9200;3762.00;;0.9509;
1315177;57;0.0000;0.0000;0.9200;;;;
134002;1;;;0.9300;;;;
1780093;4;;;0.9300;;;;
882013;1551;1.0000;1.0000;0.8400;2889.00;;0.8130;
2461171;26;1.0000;1.0000;0.9200;106.00;;0.0779;
1279788;149;1.0000;1.0000;0.9100;3729.00;;1.0784;
232239;99;0.0000;0.0000;0.8900;;;;
1391519;1547;0.9100;0.5000;0.9600;1922.00;;1.8022;
1502050;255;1.0000;1.0000;0.9900;1899.00;11170.00;0.3703;
1428829;1;;;0.9200;;;;
2349530;1;;;0.9400;;;;
918597;64;0.0000;0.0000;0.5000;;;;
1554687;953;0.9400;0.7500;0.9500;2136.00;;1.1117;
2719479;254;0.6700;0.0000;0.8800;231.00;;;
2044557;400;0.5400;0.2500;0.9200;669.00;;0.8503;
819860;1374;0.9400;0.5000;0.8900;426.00;;0.7347;
240613;168;1.0000;1.0000;0.9000;534.00;;0.6477;
2407847;532;0.9400;0.6700;0.9200;252.00;;0.0655;
1620036;2050;1.0000;1.0000;0.9800;3076.00;3130.00;1.4566;
217730;2145;0.9900;0.8800;0.9100;6463.00;;1.1986;
35502;1;;;0.9100;;;;
1530427;227;1.0000;1.0000;0.9800;2073.00;;0.8526;
1913671;441;1.0000;1.0000;1.0400;27482.00;224500.00;0.5707;
1124986;182;1.0000;1.0000;0.9200;3302.00;;0.6707;
1813555;64;0.0000;0.0000;0.9200;;;;
2480790;36;0.0000;0.0000;0.9200;;;;
1824687;1262;0.9800;0.8000;1.0400;3064.00;;1.1076;
1380702;116;1.0000;1.0000;0.9100;16364.00;;0.7684;
1154720;152;1.0000;1.0000;0.8600;490.00;;0.2604;
265914;306;1.0000;1.0000;0.9100;3371.00;;0.9367;
2094570;19;1.0000;1.0000;0.9200;85.00;;0.0639;
781466;35;1.0000;1.0000;0.9400;186.00;;0.0515;
1643537;1045;0.9800;0.6700;0.8800;2647.00;4990.00;0.5367;
4962;1168;0.9700;0.3300;0.9200;3819.00;;2.3218;
2281613;486;0.9300;0.8200;0.9700;1734.00;;1.3151;
322016;114;1.0000;1.0000;0.9000;240.00;;0.2574;
2101086;57;0.0000;0.0000;0.9200;;;;
1420682;322;1.0000;1.0000;1.0800;2128.00;1520.00;1.4000;
2138400;67;0.5000;0.0000;0.9200;241.00;;;
357752;244;0.8900;0.5000;0.9400;3994.00;8040.00;1.1368;
2640479;1242;0.9400;0.6000;0.8900;1500.00;;2.0514;
641081;1;;;0.9300;;;;
1825324;609;0.7700;0.3800;0.9200;3722.00;;0.8240;
1885912;1;;;0.9300;;;;
922453;87;0.5000;0.0000;0.9300;41.00;;;
2339777;57;0.0000;0.0000;0.9100;;;;
2135637;1;;;0.9200;258.00;;;
2135693;2052;1.0000;1.0000;0.9500;2077.00;;0.5917;
1420024;846;1.0000;1.0000;0.9900;5885.00;;1.5798;
1303340;92;0.5000;0.5000;0.5400;37.00;1710.00;0.1233;
613289;367;1.0000;1.0000;0.9500;1788.00;;0.8444;
536953;562;0.9600;0.7500;1.0200;2236.00;;1.1828;
13673;1;;;0.9300;;;;
1791611;6;1.0000;1.0000;0.9700;6.00;;0.0130;
243890;523;1.0000;1.0000;0.9200;292.00;600.00;0.4867;
2220868;15;1.0000;1.0000;0.9200;47.00;;0.0922;
1799320;59;0.5000;0.5000;0.6900;13.00;;0.0260;
1121000;56;1.0000;1.0000;0.9200;131.00;;0.1832;
990397;1;;;0.9300;;;;
770228;133;1.0000;1.0000;0.9200;238.00;;0.3884;
457319;225;0.8600;0.0000;0.9200;294.00;;;
34726;88;1.0000;1.0000;0.9300;550.00;2260.00;0.2434;
668675;1910;1.0000;1.0000;1.0000;5792.00;;0.5126;
1474471;239;0.8600;0.0000;0.8700;636.00;;;
333484;640;0.8900;0.0000;0.9200;735.00;;;
919388;148;0.6000;0.0000;0.9400;163.00;7120.00;0.1033;
2781129;568;0.8900;0.0000;0.7900;1485.00;;;
2833616;799;0.9800;0.6700;0.8900;5059.00;;0.8902;
1948050;19;1.0000;1.0000;0.8700;760.00;;0.0374;
1336583;467;0.9300;0.0000;0.9500;13655.00;;;
2491775;3;;;0.9300;;;;
2460620;51;0.0000;0.0000;0.9300;;;;
572245;428;1.0000;1.0000;0.8900;3217.00;5150.00;0.6247;
2772569;260;0.1100;0.0000;0.9200;103.00;;;
1974756;1074;1.0000;1.0000;0.9300;3860.00;;0.6556;
1426125;37;0.0000;0.0000;0.9200;;;;
2791382;1799;0.9800;0.8600;0.8200;1857.00;;0.8630;
953276;120;0.0000;0.0000;0.9200;;;;
637689;1053;1.0000;1.0000;0.9800;4976.00;;1.0409;
2328867;1413;0.9900;0.9400;0.5600;28107.00;43480.00;0.7236;
1187225;123;0.6700;0.0000;0.9200;172.00;;;
494331;62;1.0000;1.0000;1.5500;416.00;;0.5474;
2610565;164;0.3300;0.3300;0.9000;3157.00;;0.5615;
2169060;99;0.6700;0.5000;0.9100;111.00;;0.1764;
333922;1;;;0.9300;;;;
1264496;64;0.0000;0.0000;1.0500;;1420.00;;
1141967;449;1.0000;1.0000;0.8700;4296.00;;0.7038;
2204639;2;;;0.9200;;;;
2200477;682;1.0000;1.0000;0.9200;864.00;;0.8383;
835430;2;;;0.9300;;;;
1566745;1;;;0.9300;;;;
3003023;2;;;0.9300;;;;
